City,Name,Address
Manhattan,Casa de Montecristo,1016 2nd Ave
Manhattan,The Woods,48 S 4th St
Manhattan,The Perfect Pint,203 E 45th St
Manhattan,TBA Brooklyn,395 Wythe Ave
Manhattan,Excuse My French,96 Orchard St
Manhattan,Everything's Jake,54 E 13th St
Manhattan,The Ivory Peacock,38 W 26th St
Manhattan,Barcade,388 Union Ave
Manhattan,Le Club New York,85 10th Ave
Manhattan,Bob's Your Uncle,929 Columbus Ave
Manhattan,The Long Island Bar,110 Atlantic Ave
Manhattan,Blend Astoria,37-17 30th Ave
Manhattan,Street Taco,2672 Broadway
Manhattan,American Whiskey,247 W 30th St
Manhattan,Cappello,21 7th Ave S
Manhattan,Kochi,652 10th Ave
Manhattan,Rosewood Theatre,552 W 38th St
Manhattan,Playa Betty’s,320 Amsterdam Ave
Manhattan,The Black Hound,301 S End Ave
Manhattan,The Skinny Bar & Lounge,174 Orchard St
Manhattan,Baccarat Hotel,28 W 53rd St
Manhattan,Jackbar,143 Havemeyer St
Manhattan,Corner Social,321 Malcolm X Blvd
Manhattan,Wolf Hospitality,18 W 23rd St
Manhattan,Ayza Wine & Chocolate Bar,11 W 31st St
Manhattan,Etérea,511 E 5th St
Manhattan,Pergola,36 W 28th St
Manhattan,Dick and Jane's,266 Adelphi St
Manhattan,Social Cues - Surreal,525 Dekalb Ave
Manhattan,Blinky's Bar,609 Grand St
Manhattan,Taj Lounge,48 W 21st St
Manhattan,Revision Lounge & Gallery,219 Ave B
Manhattan,Jora Restaurant & Bar,47-46 11th St
Manhattan,Iguana Restaurant & Dance Lounge,240 W 54th St
Manhattan,Nubeluz,25 W 28th St
Manhattan,Bazár Tapas Bar & Restaurant,31 W 26th St
Manhattan,Elite Williamsburg,128 Metropolitan Ave
Manhattan,Epic Lounge,12201 Rockaway Blvd
Manhattan,The Lexington Social,1634 Lexington Ave
Manhattan,Bossa Nova Civic Club,1271 Myrtle Ave
Manhattan,Johnny's Bar,90 Greenwich Ave
Manhattan,Lovejoys,412 Troutman St
Manhattan,Belle Reve,305 Church St
Manhattan,Chi Restaurant & Bar,492 9th Ave
Manhattan,Hawksmoor,109 E 22nd St
Manhattan,Bateaux New York,Chelsea Piers Pier 61
Manhattan,Elevate Sky Lounge,123-07 Liberty Ave
Manhattan,W XYZ Bar,2296 Frederick Douglass Blvd
Manhattan,Gongo,15 St Marks Pl
Manhattan,MixUp Bar & Lounge,63-59 Forest Ave
Manhattan,Angel of Harlem,2272 Frederick Douglass Blvd
Manhattan,Tavern 157,157-12 Northern Blvd
Manhattan,Loopy Doopy Rooftop Bar,102 N End Ave
Manhattan,La Vibra,37 B W 26th St
Manhattan,Singlish,17 E 13th St
Manhattan,Pier 115,115 River Rd
Manhattan,Cedar Local,25 Cedar St
Manhattan,Ci Siamo,440 West 33rd St
Manhattan,Isla & Co. - Midtown,25 W 38th St
Manhattan,Nittis,523 9th Ave
Manhattan,Grand Eleven,11 6th Ave
Manhattan,Sushi By Bou,232 7th Ave
Manhattan,Terroir Tribeca,24 Harrison St
Manhattan,Little Street Lounge,126 Hamilton Pl
Manhattan,The Glass Ceiling NoMad,1204 Broadway
Manhattan,Bua,122 St Marks Pl
Manhattan,Midnights,149 N 6th St
Manhattan,Carroll Place,157 Bleecker St
Manhattan,Kimberly Hotel,145 E 50th St
Manhattan,Layaly Cafe,4409 Broadway
Manhattan,The Roosevelt,356 Paterson Ave
Manhattan,The Cuban Restaurant and Bar,333 Washington St
Manhattan,The Library at The Public,425 Lafayette St
Manhattan,LUNA  Asian Bistro & Lounge,32-72 Steinway St
Manhattan,Bar 13,121 University Pl
Manhattan,La Linea,15 1st Ave
Manhattan,Smoke Jazz & Supper Club,2751 Broadway
Manhattan,Roxy's,22-79 Steinway St
Manhattan,Belo Bar & Kitchen ,104 Hudson St
Manhattan,La Caverna,122 Rivington St
Manhattan,Pier 63 at Hudson River Park,W 23rd St
Manhattan,Living Room Bar,8 Albany St
Manhattan,Society Liquor Lounge and Cafe,1050 Wall St W
Manhattan,The Malt House,9 Maiden Ln
Manhattan,RPM Underground,246 W 54th St
Manhattan,Moxy NYC Chelsea,105 West 28th Street
Manhattan,Las' Lap,74 Orchard St
Manhattan,9 Degree Golf Simulator Bar & Restaurant,1642 Schlosser St
Manhattan,Paul's Casablanca,305 Spring St
Manhattan,929 LIC,42-45 27th St
Manhattan,Jacques,206 E 85th St
Manhattan,Iggy's,1452 2nd Ave
Manhattan,Sugar N Coal,63-42 Woodhaven Blvd
Manhattan,Lowkey Garden Lounge,70-15 Austin St
Manhattan,3 West Club,3 W 51st St
Manhattan,The Headless Horseman,119 E 15th St
Manhattan,Frying Pan,207 12th Ave
Manhattan,The Long Room,120 W 44th St
Manhattan,Native,911 Broadway
Manhattan,Uncle Charlie's,139 E 45th St
Manhattan,Forty Four Lounge,44 W 44th St
Manhattan,Mezcali,83 Maiden Ln
Manhattan,The Baroness Bar Burgers + Beer,47-18 Vernon Blvd
Manhattan,Marie's Crisis Cafe,59 Grove St
Manhattan,The Brazen Tavern,356 W 44th St
Manhattan,Maru Karaoke Lounge,11 W 32nd St
Manhattan,Cookshop,156 10th Ave
Manhattan,Evol Karaoke Bar & Lounge,393 Canal St
Manhattan,Met Lounge,569 Lexington Ave
Manhattan,Bar Veloce - Greenwich Village,146 W Houston St
Manhattan,Melody Cafe,2595 Steinway St
Manhattan,Havana Dreams,30-07 Newtown Ave
Manhattan,Brooklyn Bowl,61 Wythe Ave
Manhattan,PROHIBITIONS END BAR AND GRILL,765 Pelham Rd
Manhattan,Arabesque,4 E 36th St
Manhattan,Bibi,211 E 4th St
Manhattan,Sands of Persia,25-01
Manhattan,Sugar N Coal,63-12 Broadway
Manhattan,Mollusca,1 Little W 12th St
Manhattan,Deja Vu Restaurant & Bar,50 River Dr
Manhattan,Sofia,36 Engle St
Manhattan,Baalbek Lounge NJ,2600 Tonnelle Ave
Manhattan,Serafina in the Sky,400 W 42nd St
Manhattan,Belvedere Lounge NYC,77 E 7th St
Manhattan,Mykonos Blue Rooftop,127 W 28th St
Manhattan,Bar Blondeau,80 Wythe Ave
Manhattan,Bunton's World Famous,1005 Broadway
Manhattan,Second Floor,849 6th Ave
Manhattan,Bandolera,418 43rd St
Manhattan,The Regency Bar & Grill,540 Park Ave
Manhattan,Dive Bar,732 Amsterdam Ave
Manhattan,Sea Fire Grill,158 E 48th St
Manhattan,Chart House,1700 Harbor Blvd
Manhattan,Harbor NYC,621 W 46th St
Manhattan,The Ready Rooftop Bar,112 E 11th St
Manhattan,"Mosaic Craft Cocktail, Beer & Wine Bar",25-19 24th Ave
Manhattan,UES.,1707 2nd Ave
Manhattan,Salsa Con Fuego,2297 Cedar Ave
Manhattan,Lovers Rock,419 Tompkins Ave
Manhattan,The Wayland,700 E 9th St
Manhattan,Vig Bar,12 Spring St
Manhattan,Republica,160 Dyckman St
Manhattan,The Westin New York Grand Central,212 East 42nd St
Manhattan,The Happiest Hour,121 W 10th St
Manhattan,University Club,1 W 54th St
Manhattan,Kakes NYC,10-43 44th Dr
Manhattan,Clover Club,210 Smith St
Manhattan,Carla,25-03 40th Avenue
Manhattan,Clinton Hall- 36th St,16 W 36th St
Manhattan,Patrona Fusion Restaurant,759 Farragut Pl
Manhattan,Monkey Bar,60 E 54th St
Manhattan,Mood Ring,1260 Myrtle Ave
Manhattan,King Cole Bar,2 E 55th St
Manhattan,Riverpark,450 E 29th St
Manhattan,Merchants Cigar Bar,1125 1st Ave
Manhattan,Hush Cafe Lounge & Garden,70-10 Grand Ave
Manhattan,Playroom NYC,3964 10th Ave
Manhattan,Aurora Soho,510 Broome St
Manhattan,Zack's Oak Bar & Restaurant,232 Willow Ave
Manhattan,Shrine World Music Venue,2271 Adam Clayton Powell Blvd
Manhattan,Mazaar Lounge,137 Essex St
Manhattan,Toro Loco,15 Stone St
Manhattan,JW Marriott Essex House New York,160 Central Park S
Manhattan,The Gibson,108 Bedford Ave
Manhattan,The Slipper Room,167 Orchard St
Manhattan,The Rose Room,358 W 44th St
Manhattan,69th Regiment Armory,68 Lexington Ave
Manhattan,The Keep,205 Cypress Ave
Manhattan,Barn Joo,35 Union Sq W
Manhattan,Krush,2 W 32nd St
Manhattan,Lucky 7,322 2nd St
Manhattan,Madison & Vine,299 Madison Ave
Manhattan,The Archer,176 Newark Ave
Manhattan,Blue Midtown,220 W 44th St
Manhattan,Pure Lounge,126-19 Merrick Blvd
Manhattan,The Wilson NYC,132 W 27th St
Manhattan,Iona,180 Grand St
Manhattan,Berry Park,4 Berry St
Manhattan,The Ned NoMad,1170 Broadway
Manhattan,The Yale Club of New York City,50 Vanderbilt Ave
Manhattan,SOB's,204 Varick St
Manhattan,Dullboy,364 Grove St
Manhattan,Townhouse Piano Bar of NYC,236 E 58th St
Manhattan,Sweet Polly,71 6th Ave
Manhattan,The Distinguished Wakamba Cocktail Lounge,543 8th Ave
Manhattan,Elsewhere Rooftop,599 Johnson Ave
Manhattan,Nurse Bettie,106 Norfolk St
Manhattan,MUSES 35,248 W 35th St
Manhattan,Five & Dime,8 Park Pl
Manhattan,Tom & Jerry's,288 Elizabeth St
Manhattan,The Bar Room,5 Beekman St
Manhattan,Freemans,Freeman Alley
Manhattan,Bar Hugo,525 Greenwich St
Manhattan,The Vine,851 Avenue Of The Americas
Manhattan,Coyote Ugly,233 E 14th St
Manhattan,RT60,159 W 48th St
Manhattan,Locanda Verde,377 Greenwich St
Manhattan,Journey,27 W 24th St
Manhattan,Hudson Bar and Books,636 Hudson St
Manhattan,The Rosemont,63 Montrose Ave
Manhattan,Hotel Chantelle,92 Ludlow St
Manhattan,The Hideaway Seaport,22 Peck Slip
Manhattan,Mr Wu's Basement,93 Bowery
Manhattan,Ace Bar,531 E 5th St
Manhattan,Row House,2128 Frederick Douglass Blvd
Manhattan,Skinny’s Cantina On the Hudson,701 W 133rd St
Manhattan,Fonda Chelsea,189 9th Ave
Manhattan,Ponyboy,632 Manhattan Ave
Manhattan,Social Cues - BSA,35 Meadow St
Manhattan,Six 26,128 Christopher Columbus Dr
Manhattan,Hyatt Centric Wall Street,75 Wall St
Manhattan,Turnmill,119 E 27th St
Manhattan,1 Hotel Brooklyn Bridge,60 Furman St
Manhattan,Bar 718,718 5th Ave
Manhattan,Catch 22,7221 3rd Ave
Manhattan,A'dar Cafe & Lounge,1637 Park Ave
Manhattan,Ink 48 Hotel,653 11th Ave
Manhattan,The Attic Oyster & Cocktail Bar,136-93 37th Ave
Manhattan,VERS,714 9th Ave
Manhattan,4West Lounge,303 W 127th St
Manhattan,American Airlines Soho Lounge,Jfk International Airport
Manhattan,Skylight Lounge at The Watson Hotel,440 W 57th St
Manhattan,1803 Nyc,82 Reade St
Manhattan,Broken Land,105 Franklin St
Manhattan,Terminal 5,610 W 56th St
Manhattan,Smith & Mills,71 N Moore St
Manhattan,Gotham Lounge,700 5th Ave
Manhattan,S'Aimer,338 W 46th St
Manhattan,The Yacht Club,541 River Rd
Manhattan,Azul Rooftop,525 Greenwich St
Manhattan,Fig & Olive,10 E 52nd St
Manhattan,The Box,189 Chrystie St
Manhattan,Benoit,60 W 55th St
Manhattan,Veil,680 12th Ave
Manhattan,333 Lounge,333 Flatbush Ave
Manhattan,Bonita By The River,190 River Rd
Manhattan,40/40 Club,6 W 25th St
Manhattan,Spirit Bar & Restaurant,545 River Rd
Manhattan,NoNo Cocktail Lounge,4223 Bell Blvd
Manhattan,O'Toole's Way,518 W 30th St
Manhattan,Merchant's Cigar Bar,1125 1st Ave
Manhattan,Maison Premiere,298 Bedford Ave
Manhattan,The Dickens,783 8th Ave
Manhattan,Waterside Restaurant & Catering,7800 B River Rd
Manhattan,Carmine's Italian Restaurant - Times Square,200 W 44th St
Manhattan,Harry's New York Bar,36 Central Park S
Manhattan,La Cava,939 2nd Ave
Manhattan,Bar Moxy,485 7th Ave
Manhattan,Peakaboo,30 Hudson Yards
Manhattan,East End Bar & Grill,1672 3rd Ave
Manhattan,Privilege Lounge,140 Graham Ave
Manhattan,Lucky’s Cocktail Lounge,334 Marcus Garvey Blvd
Manhattan,The Ainsworth Hoboken,310 Sinatra Dr
Manhattan,Mera ,282 Kings Hwy
Manhattan,Skin Contact,76 Orchard St
Manhattan,Groove,125 MacDougal St
Manhattan,The Tuck Room,11 Fulton St
Manhattan,Primeclass Lounge,500 Terminal Dr
Manhattan,Le Boudoir,135 Atlantic Ave
Manhattan,The Django,2 Avenue Of The Americas
Manhattan,The Mean Fiddler,266 W 47th St
Manhattan,Dominie's Hoek,4817 Vernon Blvd
Manhattan,The James Club Sky Lobby,27 Grand St
Manhattan,The Crosby Bar,79 Crosby St
Manhattan,Livingston Manor,42 Hoyt St
Manhattan,HK Hall,605 W 48th St
Manhattan,Salinas,136 9th Ave
Manhattan,Metropolitan Room,34 W 22nd St
Manhattan,Ten Hope,10 Hope St
Manhattan,Kilo Bravo,180 N 10th St
Manhattan,The DL,95 Delancey St
Manhattan,Felice 15 Gold,15 Gold St
Manhattan,Amsterdam Ale House,340 Amsterdam Ave
Manhattan,Havana Central,151 W 46th St
Manhattan,Keys & Heels,1488 2nd Ave
Manhattan,The Winslow,243 E 14th St
Manhattan,Pata Paplean,76-21 Woodside Ave
Manhattan,Union League Club,38 E 37th St
Manhattan,Celestine,1 John St
Manhattan,La Noxe,315 7th Ave
Manhattan,Wallse Next Door,713 Washington St
Manhattan,P.J. Clarke's,915 Third Ave
Manhattan,Dive Bar LIC,33-10 36th Ave
Manhattan,Khan Lounge,25-81 Steinway St
Manhattan,J I A,105 Rivington St
Manhattan,La Boom Night Club,56-15 Northern Blvd
Manhattan,Compagnie des Vins Surnaturels,249 Ctr St
Manhattan,The Stinger Cocktail Bar & Kitchen,300 W 44th St
Manhattan,Four Five Six,199 Richardson St
Manhattan,Lou Lou Lounge,1836 McDonald Ave
Manhattan,Our Wicked Lady,153 Morgan Ave
Manhattan,Barcade,148 W 24th St
Manhattan,Lotus Bar & Lounge,137-74 Northern Blvd
Manhattan,Barely Disfigured,257 Smith St
Manhattan,VR World NYC,10 East 34th St
Manhattan,Lot45,411 Troutman St
Manhattan,1020 Bar,1020 Amsterdam Ave
Manhattan,HOWM Cocina & Cocktails,518 W 27th St
Manhattan,Karaoke DUET 48,304 E 48th St
Manhattan,Siena Cafe,1580 3rd Ave
Manhattan,Marlow Bistro,1018 Amsterdam Ave
Manhattan,Lion's Roar Karaoke House,187 Meserole St
Manhattan,Mr Fong's,40 Market St
Manhattan,Canary Club,303 Broome St
Manhattan,Tara Rose,384 3rd Ave
Manhattan,Karaoke City,22 W 32nd St
Manhattan,Lounge 43,3229 Westchester Ave
Manhattan,Brady's Bar,1583 2nd Ave
Manhattan,Stitch Bar & Blues,247 W 37th St
Manhattan,Vineapple Cafe,71 Pineapple St
Manhattan,Aldo Sohm Wine Bar,151 W 51st St
Manhattan,The Wheeltapper Pub And Patio,141 E 44th St
Manhattan,White Horse Tavern - Financial District,25 Bridge St
Manhattan,Smithfield Hall,138 W 25th St
Manhattan,Legrand Lounge,224 W 49th St
Manhattan,Delta Sky Club,John F Kennedy International Airport
Manhattan,The Parlour at The Roger Hotel,131 Madison Ave
Manhattan,Marquee New York,289 10th Ave
Manhattan,Lava Ground,4 St Marks Pl
Manhattan,Zona De Cuba,558 Grand Concourse
Manhattan,Virgin Atlantic Clubhouse,JFK Expy & S Cargo Rd
Manhattan,Zou Zou’s,385 9th Ave
Manhattan,Exit 201,15 Grand Ave
Manhattan,Inside Park at St Bart's,325 Park Ave
Manhattan,Canopy Bar & Bistro,159 Morgan St
Manhattan,Colony Club,564 Park Ave
Manhattan,OFFSITE,52 W 39th St
Manhattan,OTB,141 Broadway
Manhattan,The Legends Lounge NYC,2509 Adam Clayton Powell Junior Blvd
Manhattan,Cantina Taqueria & Tequila Bar,1838 7th Ave
Manhattan,The Inn At Irving Place,56 Irving Pl
Manhattan,Kokomo,65 Kent Ave
Manhattan,Northern Soul Kitchen & Bar,700 1st St
Manhattan,205 Club,205 Chrystie St
Manhattan,Opus Lounge,417 W 202nd St
Manhattan,Club 39,303 W 39th St
Manhattan,Boobie Trap,308 Bleecker St
Manhattan,Pier 17,89 S St
Manhattan,Leyenda,221 Smith St
Manhattan,Kumi - New York,120 W 57th St
Manhattan,Latin Grooves Bar and Lounge,68 Canal St
Manhattan,Air France Lounge,Jfk Expy
Manhattan,Mad Donkey Beer Bar & Grill,3207 36th Ave
Manhattan,Ode To Babel,772 Dean St
Manhattan,The River,102 Bayard St
Manhattan,French Roast,2340 Broadway
Manhattan,Da Capo,1392 Madison Ave
Manhattan,Oak and Iron,147 Franklin St
Manhattan,32 Karaoke,32 W 32nd St
Manhattan,Cafe Nunez,240 W 35th St
Manhattan,Above Allen,190 Allen St
Manhattan,Karma Sutra,51 1st Ave
Manhattan,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,325 W 33rd St
Manhattan,Hi-Collar,231 E 9th St
Manhattan,Double 6 Studio,66 Green St
Manhattan,"The Lexington Hotel, Autograph Collection",511 Lexington Avenue at 48th Street
Manhattan,Onieals,343 Park Ave
Manhattan,Vista Penthouse Ballroom & Catering,27-05 39th Ave
Manhattan,Daniel,60 E 65th St
Manhattan,Luxor Lounge,118 Macdougal St
Manhattan,52 Lounge Bar & Restaurant,5207 Bergenline Ave
Manhattan,Gotham Hall,1356 Broadway
Manhattan,Harlem Public,3612 Broadway
Manhattan,The Living Room II,125 St Anns Ave
Manhattan,Chloe's Restaurant & Lounge,9413 Ave L
Manhattan,Hydra Lounge,88-18 Liberty Ave
Manhattan,Bisou Wine Bar,112 6th Ave
Manhattan,Swahili Village,2 Center St
Manhattan,The Cornell Club,6 E 44th St
Manhattan,Fire & Oak - Jersey City,479 Washington Blvd
Manhattan,Big Bar,75 E 7th St
Manhattan,Lightbox,248 W 37th St
Manhattan,525LEX Restaurant & Lounge,525 Lexington Avenue at 49th Street
Manhattan,Live Axe,96 Lafayette St
Manhattan,Von,3 Bleecker St
Manhattan,Gitano Island,125 Carder Rd
Manhattan,Vibras Restaurant & Lounge,91-01 Astoria Blvd
Manhattan,Sweet Science,135 Graham Ave
Manhattan,Inwood Bar and Grill,4892 Broadway
Manhattan,Henri's Patio Grill,37 W 24th St
Manhattan,Cafe De L'Enfer,95 Avenue A
Manhattan,Battello,502 Washington Blvd
Manhattan,Hoi Polloi,133-36 37th Ave
Manhattan,De Novo European Pub,1257 River Rd
Manhattan,Maddhatter,221 Washington St
Manhattan,Tavola,488 9th Ave
Manhattan,Turkish Airlines Lounge JFK Airport Terminal 1,500 Terminal Dr
Manhattan,Cafe Luxembourg,200 W 70th St
Manhattan,Red Rabbit Club,408 W 15th St
Manhattan,Skyline Bar,1511 Wilkinson Ave
Manhattan,Otto's Shrunken Head,538 E 14th St
Manhattan,The Iridium,1650 Broadway
Manhattan,House Of Wax,445 Albee Square W
Manhattan,DJ Bravo,276 5th Ave
Manhattan,Margaritaville Resort Times Square,560 7th Ave
Manhattan,Cali Red Lounge,37-08 Main St
Manhattan,ERA Cafe and Hookah Lounge,36-11 30th Ave
Manhattan,Sylk Cove Cocktail Lounge,1370 Rockaway Pkwy
Manhattan,Le Meridien,120 West 57th Street
Manhattan,Onieals Grand Street,174 Grand St
Manhattan,Split Eights,40 Exchange Pl
Manhattan,Secret Pour,1114 DeKalb Ave
Manhattan,Redemption NYC,1003 2nd Ave
Manhattan,Social Cues - The Gallery,236 Water St
Manhattan,Mo's,80 Lafayette Ave
Manhattan,Society Billiards + Bar,10 E 21st St
Manhattan,Féile,131 W 33rd St
Manhattan,Top of The Box,77 Box St
Manhattan,Legasea Bar & Grill,485 7th Ave
Manhattan,512 Quantum Sound,512 Paterson Plank Rd
Manhattan,Elevate,390 8th Ave
Manhattan,The Green Door,600 W 57th St
Manhattan,Bocado Cafe,1293 Lexington Ave
Manhattan,Tropix Bar & Lounge,9532 Queens Blvd
Manhattan,Pilsener Haus & Biergarten,1422 Grand St
Queens,MOON BAR Rooftop,137-72 Northern Blvd
Queens,Lotus Lounge & Grill,66-48 Myrtle Ave
Queens,Desert Rain Lounge,107-29 Metropolitan Ave
Queens,The Lingerie Shoppe aka Astoria’s Secret,28-53 Steinway St
Queens,Leaf Bar & Lounge,133-42 39th Ave
Queens,V3nom Cafe & Lounge,246-09 Jericho Tpke
Queens,Tavern 157,157-12 Northern Blvd
Queens,Déjà Vu,3322 28th Ave
Queens,Tropix Bar & Lounge,9532 Queens Blvd
Queens,Lowkey Garden Lounge,70-15 Austin St
Queens,Caribbean Soul Rooftop Restaurant & Lounge,234-04 Merrick Blvd
Queens,Epic Lounge,12201 Rockaway Blvd
Queens,Bad Habits,32-03 Broadway
Queens,HOA restaurant and lounge,2849 Steinway St
Queens,A+ Roof Bar,The Parc Hotel
Queens,Sugar N Coal,63-42 Woodhaven Blvd
Queens,Vista Sky Lounge,27-05 39th Ave
Queens,The Attic Oyster & Cocktail Bar,136-93 37th Ave
Queens,Doha Bar & Lounge,3834 31st St
Queens,House Of Hookah,39-07 Bell Blvd
Queens,Lotus Bar & Lounge,137-74 Northern Blvd
Queens,C Bar & Lounge,8722 Lefferts Blvd
Queens,Firefly,194-17 Northern Blvd
Queens,Truth Resturant and Lounge,229-15 Merrick Blvd
Queens,Lavish Lounge,211-57 Jamaica Ave
Queens,Bembe,81 S 6th St
Queens,Elevate Sky Lounge,123-07 Liberty Ave
Queens,718 Hookah Lounge & Grill,72-13 Austin St
Queens,9 Plus KTV,136-28 39th Ave
Queens,Velvet Brooklyn,174 Broadway
Queens,Trestle,34-02 Broadway
Queens,The Last Word,31-30 Ditmars Blvd
Queens,Lituation lounge,112-06 Liberty Ave
Queens,Record Room,4709 Center Blvd
Queens,Made21 Resturant & Lounge,231 S 4th St
Queens,The Red District,31-31 Steinway St
Queens,Swingers Crazy Golf - NoMad,35 W 29th St
Queens,Lost in Paradise Rooftop,11-01 43rd Ave
Queens,The Ruby - Bar & Lounge,59 Grand St
Queens,Terraza 7,40-19 Gleane St
Queens,The Water Tower Bar,96 Wythe Ave
Queens,Pure Lounge,126-19 Merrick Blvd
Queens,MixUp Bar & Lounge,63-59 Forest Ave
Queens,Forest Hills Station House,106-11 71st Ave
Queens,Taj Mahal Lounge,25-27 Steinway St
Queens,Rabbit Hole,38-04 Broadway
Queens,Le Caire Lounge,279 Hillside Ave
Queens,The Keep,205 Cypress Ave
Queens,Hydra Lounge,88-18 Liberty Ave
Queens,Maggie Mae's,41-15 Queens Blvd
Queens,Cali Red Lounge,37-08 Main St
Queens,Blend Lounge,127-07 94th Ave
Queens,The Beast Next Door,42-51 27th St
Queens,Dutch Kills,27-24 Jackson Ave
Queens,Mazi Nightclub,13035 91st Ave
Queens,Kween Astoria,34-10 30th Ave
Queens,Hoi Polloi,133-36 37th Ave
Queens,Blend on the Water,45-40 Center Blvd
Queens,Social Cues - Surreal,525 Dekalb Ave
Queens,House of Yes,2 Wyckoff Ave
Queens,Boobie Trap,308 Bleecker St
Queens,Dirty Pierre's,13 Station Square
Queens,Platinum Lounge,41-16 Fuller Pl
Queens,Madame X,94 W Houston St
Queens,Vienna of Roslyn,1 Railroad Ave
Queens,The Highwater,3420 Broadway
Queens,Dream NYC Rest &  Lounge,77- 02 164th St
Queens,Tantra Lounge,35-50 31st St
Queens,Lovell's Guiding Light,148-33 Hillside Ave
Queens,Heat Caribbean Kitchen & Lounge,100-05 Atlantic Ave
Queens,Elite Hookah Lounge & Cafe,252-09 Union Tpke
Queens,Xscape,12710 Liberty Ave
Queens,The Spot,42-21 Broadway
Queens,Alligator Lounge,600 Metropolitan Ave
Queens,Havana Dreams Cigar Lounge,63-10 Woodhaven Blvd
Queens,Cove Restaurant & Lounge,243-10 Merrick Blvd
Queens,Vibras Restaurant & Lounge,91-01 Astoria Blvd
Queens,D'antigua,8416 Northern Blvd
Queens,Hush Cafe Lounge & Garden,70-10 Grand Ave
Queens,Lotus Lounge,1800 White Plains Rd
Queens,MS. KIM'S Lounge & Private Karaoke,6 West 28th St
Queens,Jasmin Lounge,2550 Steinway St
Queens,Primeclass Lounge,500 Terminal Dr
Queens,Don Tequila Urban Cantina,83-38 Woodhaven Blvd
Queens,"Mosaic Craft Cocktail, Beer & Wine Bar",25-19 24th Ave
Queens,12.Six Lounge,253-06 Rockaway Blvd
Queens,FINO French Bistro,39 13 Bell Blvd
Queens,Blu Seafood,222-02 Merrick Blvd
Queens,Valerie,45 W 45th St between 5th & 6th Ave
Queens,Elsewhere Rooftop,599 Johnson Ave
Queens,The Upstairs at 66,46 Stone St
Queens,BrookLAN,339 Troutman St
Queens,The Press Lounge,653 11th Ave
Queens,Vibes,143-06 Liberty Ave
Queens,Pregame Sports Bar & Lounge,17823 Hillside Ave
Queens,CasaNYC,13115 Jamaica Ave
Queens,Pong Arena,133-44 37th Ave
Queens,Taj Village,79-28 Metropolitan Ave
Queens,The Centurion Lounge,Jfk Airport
Queens,Skyline Bar,1511 Wilkinson Ave
Queens,Melody's Piano Bar,1020 Lexington Ave
Queens,NoNo Cocktail Lounge,4223 Bell Blvd
Queens,Raines Law Room,48 W 17th St
Queens,Highkey Rainforest Rooftop,6 Platt St
Queens,CD Restaurant and Bar,217-21 Jamaica Ave
Queens,C Restaurant and Lounge,120-29 83rd Ave
Queens,Secrets Lounge,171-02 Jamaica Ave
Queens,Blue Storm,13541 37th Ave
Queens,Blend Astoria,37-17 30th Ave
Queens,American Airlines Soho Lounge,Jfk International Airport
Queens,Queens Bully,113-30 Queens Blvd
Queens,Club Cumming,505 E 6th St
Queens,Karnival Belize,11703 Hillside Ave
Queens,The Skylark,200 W 39th St
Queens,Castell Rooftop Lounge,260 W 40th St
Queens,West Bar & Lounge,133-24 Springfield Blvd
Queens,The Real KTV,136-20 Roosevelt Ave
Queens,Please Don't Tell,113 St Marks Pl
Queens,Haven Lounge,683 Grand St
Queens,Vetro Restaurant & Lounge,164-49 Crossbay Blvd
Queens,Tap House,72-07 Austin St
Queens,Slate NY,54 W 21st St
Queens,Twins Lounge,732 Manhattan Ave
Queens,Copper & Oak,157 Allen St
Queens,Our Wicked Lady,153 Morgan Ave
Queens,Lovejoys,412 Troutman St
Queens,Blu Lounge,13501 35th Ave
Queens,The Flatiron Room - NoMad,37 W 26th St
Queens,Vice Lounge,211 Kings Hwy
Queens,Platinum Hookah Lounge And Cafe,140-14 Rockaway Blvd
Queens,4am Bar,1446 Myrtle Ave
Queens,Jungly,12-23 Jackson Ave
Queens,Vida Verde,248 W 55th St
Queens,Keybar,143 Troutman St
Queens,Alibi Speakeasy & Lounge,230 Main St
Queens,Party House Bar & Lounge,137-80 Northern Blvd
Queens,La Sala by Tu Casa,11635 Metropolitan Ave
Queens,Cafe Balearica,44 Berry St
Queens,Sugaz Lounge & Restaurant,115-22 Liberty Ave
Queens,Cheap Shots,14905 Union Tpke
Queens,Théâtre XIV by Company XIV,383 Troutman St
Queens,Tapas Bar & Lounge,258-03 Hillside Ave
Queens,Sabor Latino,9535 40th Rd
Queens,Pyramids Hookah & Bar,4019 Bell Blvd
Queens,The Penthouse - Ravel Hotel,8-08 Queens Plz S
Queens,Lovers Rock,419 Tompkins Ave
Queens,Sylk Cove Cocktail Lounge,1370 Rockaway Pkwy
Queens,Honeycomb Hi-Fi Lounge,74 5th Ave
Queens,Brooklyn Heights Social Club,60 Furman St
Queens,Chapel Bar,275 Park Ave S
Queens,SL Lounge,40-15 Warren St
Queens,Melody Cafe,2595 Steinway St
Queens,Prime39,39 Atlantic Ave
Queens,Tomi Jazz,239 E 53rd St
Queens,Pokito,155 S 4th St
Queens,Osamil Upstairs,5 W 31st St
Queens,The Drunken Munkey - UES,338 E 92nd St
Queens,Eavesdrop,674 Manhattan Ave
Queens,Barcade,388 Union Ave
